date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:09:11	1094/1094	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Nov%202015%2002:09:11%20GMT	http://docbook.sourceforge.net/robots.txt		(from )
09:09:12	5304/5304	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:12%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/index.html	(from )
09:09:13	143/143	---M--	200	added ('OK')	text/plain	etag:%228f-47c455a838900%22	http://docbook.sourceforge.net/release/xsl/1.76.1/AUTHORS	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/AUTHORS	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:13	578/578	---M--	200	added ('OK')	text/plain	etag:%22242-47c455a838900%22	http://docbook.sourceforge.net/release/xsl/1.76.1/BUGS	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/BUGS	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:14	5304/5304	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:13%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/?C=N;O=A	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/indexb70a.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:14	606/606	---M--	200	added ('OK')	text/xml	etag:%2225e-4940358888f80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/catalog.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/catalog.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:14	5304/5304	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:14%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/?C=M;O=A	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/indexf8a0.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:14	679/679	---M--	200	added ('OK')	text/plain	etag:%222a7-47c455a838900%22	http://docbook.sourceforge.net/release/xsl/1.76.1/TODO	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/TODO	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:15	5304/5304	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:15%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/?C=S;O=D	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/index5851.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:15	1960/1960	---M-Z	200	added ('OK')	text/plain	etag:%227a8-47c455a838900%22	http://docbook.sourceforge.net/release/xsl/1.76.1/COPYING	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/COPYING	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:15	5304/5304	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:15%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/?C=D;O=A	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/index30b5.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:15	3375/3375	---M-Z	200	added ('OK')	text/plain	etag:%22d2f-47c455a838900%22	http://docbook.sourceforge.net/release/xsl/1.76.1/INSTALL	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/INSTALL	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:16	11762/11762	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:16%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/common/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:16	3670/3670	---M-Z	200	added ('OK')	text/plain	etag:%22e56-4940374f700c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/NEWS	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/NEWS	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:16	6051/6051	---M-Z	200	added ('OK')	text/html	etag:%2217a3-4940360b303c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/doc/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/doc/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:16	3795/3795	---M-Z	200	added ('OK')	text/plain	etag:%22ed3-47c455a838900%22	http://docbook.sourceforge.net/release/xsl/1.76.1/Makefile	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/Makefile	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:17	1568/1568	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:17%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/docsrc/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/docsrc/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:17	4526/4526	---M--	200	added ('OK')	text/xml	etag:%2211ae-494033ce07b80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/VERSION	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/VERSION	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:17	982/982	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:17%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/eclipse/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/eclipse/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:18	6826/6826	---M--	200	added ('OK')	text/xml	etag:%221aaa-49403747ceec0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/NEWS.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/NEWS.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:18	846/846	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:18%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/epub/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/epub/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:18	9595/9595	---M-Z	200	added ('OK')	text/html	etag:%22257b-4940374f700c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/NEWS.html	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/NEWS.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:19	1875/1875	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:18%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/extensions/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/extensions/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:19	7111/7111	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:19%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/fo/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/fo/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:19	28701/28701	---M--	200	added ('OK')	application/x-sh	etag:%22701d-4940358888f80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/install.sh	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/install.sh	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:19	2500/2500	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:19%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/highlighting/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/highlighting/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:20	1149/1149	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:20%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/htmlhelp/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/htmlhelp/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:20	5403/5403	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:20%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/images/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/images/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:22	7890/7890	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:19%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/html/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/html/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:32	674279/674279	---MCZ	200	added ('OK')	text/html	etag:%22a49e7-4940374e7be80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/RELEASE-NOTES.html	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/RELEASE-NOTES.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:33	729/729	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:33%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/lib/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/lib/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:34	2829/2829	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:33%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/manpages/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/manpages/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:36	98980/98980	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:34%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/params/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/params/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:37	1111/1111	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:36%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/profiling/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/profiling/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:38	1231/1231	---M--	200	added ('OK')	application/xml-dtd	etag:%224cf-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/targetdatabase.dtd	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/targetdatabase.dtd	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:38	1320/1320	---M--	200	added ('OK')	application/xml-dtd	etag:%22528-48d847308d200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/l10n.dtd	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/l10n.dtd	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:39	1622/1622	---M--	200	added ('OK')	application/xslt+xml	etag:%22656-48d847308d200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/autoidx-kimber.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/autoidx-kimber.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:39	2910/2910	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:39%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/roundtrip/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/roundtrip/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:40	2945/2945	---M--	200	added ('OK')	text/xml	etag:%22b81-48eda1b3f7180%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/l10n.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/l10n.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:41	3954/3954	---M--	200	added ('OK')	application/xslt+xml	etag:%22f72-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/insertfile.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/insertfile.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:42	5124/5124	---M--	200	added ('OK')	text/xml	etag:%221404-49403595e2f00%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/pi.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/pi.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:44	5147/5147	---M--	200	added ('OK')	application/xslt+xml	etag:%22141b-48d847308d200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/autoidx-kosek.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/autoidx-kosek.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:45	6198/6198	---M--	200	added ('OK')	application/xslt+xml	etag:%221836-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/subtitles.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/subtitles.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:47	6711/6711	---M--	200	added ('OK')	text/xml	etag:%221a37-49403598bf5c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/charmap.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/charmap.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:48	308403/308403	---MCZ	200	added ('OK')	text/plain	etag:%224b4b3-4940374e7be80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/RELEASE-NOTES.txt	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/RELEASE-NOTES.txt	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:48	8389/8389	---M--	200	added ('OK')	text/xml-external-parsed-entity	etag:%2220c5-48d847308d200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/entities.ent	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/entities.ent	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:49	1531/1531	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:48%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/slides/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/slides/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:50	9531/9531	---M--	200	added ('OK')	application/xslt+xml	etag:%22253b-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/charmap.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/charmap.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:51	9824/9824	---M--	200	added ('OK')	text/xml	etag:%222660-49403597cb380%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/utility.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/utility.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:53	10727/10727	---M--	200	added ('OK')	application/xslt+xml	etag:%2229e7-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/targets.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/targets.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:53	12287/12287	---M--	200	added ('OK')	application/xslt+xml	etag:%222fff-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/utility.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/utility.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:54	863/863	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:53%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/template/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/template/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:55	12712/12712	---M--	200	added ('OK')	application/xslt+xml	etag:%2231a8-48d847308d200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/stripns.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/stripns.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:56	13894/13894	---M--	200	added ('OK')	application/xslt+xml	etag:%223646-48d847308d200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/pi.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/pi.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:09:56	866/866	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:09:56%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/tests/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/tests/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:09:58	18258/18258	---M--	200	added ('OK')	application/xslt+xml	etag:%224752-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/table.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/table.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:00	18434/18434	---M--	200	added ('OK')	text/xml	etag:%224802-49403596d7140%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/common.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/common.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:02	20796/20796	---M--	200	added ('OK')	application/xslt+xml	etag:%22513c-4902995f89dc0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/l10n.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/l10n.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:04	22616/22616	---M--	200	added ('OK')	text/xml	etag:%225858-49403598bf5c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/refentry.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/refentry.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:06	27542/27542	---M--	200	added ('OK')	text/xml	etag:%226b96-4940355e92c80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/zh.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/zh.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:08	27586/27586	---M--	200	added ('OK')	text/xml	etag:%226bc2-4940355e92c80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/zh_cn.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/zh_cn.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:09	844/844	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:10:09%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/tools/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/tools/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:10:11	28427/28427	---M--	200	added ('OK')	text/xml	etag:%226f0b-4940354997b00%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/is.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/is.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:14	28667/28667	---M--	200	added ('OK')	text/xml	etag:%226ffb-494035400e480%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/cs.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/cs.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:16	28703/28703	---M--	200	added ('OK')	application/xslt+xml	etag:%22701f-4878313a6b2c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/titles.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/titles.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:19	29872/29872	---M--	200	added ('OK')	text/xml	etag:%2274b0-4940355f86ec0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/zh_tw.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/zh_tw.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:20	1425/1425	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:10:20%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/webhelp/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/webhelp/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:10:21	29971/29971	---M--	200	added ('OK')	text/xml	etag:%227513-4940354b7ff80%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/ja.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/ja.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:26	30303/30303	---M--	200	added ('OK')	text/xml	etag:%22765f-49403548a38c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/hr.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/hr.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:27	30200/30200	---M--	200	added ('OK')	text/xml	etag:%2275f8-4940355044ac0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/nds.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/nds.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:31	30321/30321	---M--	200	added ('OK')	text/xml	etag:%227671-49403541026c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/da.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/da.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:33	30428/30428	---M--	200	added ('OK')	application/xslt+xml	etag:%2276dc-48d847308d200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/gentext.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/gentext.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:36	30500/30500	---M--	200	added ('OK')	text/xml	etag:%227724-494035400e480%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/ca.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/ca.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:37	2621/2621	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:10:36%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/website/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/website/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:10:38	30689/30689	---M--	200	added ('OK')	text/xml	etag:%2277e1-49403544d2fc0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/fi.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/fi.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:42	30821/30821	---M--	200	added ('OK')	text/xml	etag:%227865-49403554153c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/pl.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/pl.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:44	30882/30882	---M--	200	added ('OK')	text/xml	etag:%2278a2-4940355138d00%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/nl.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/nl.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:44	525106/525106	---M--	200	added ('OK')	text/xml	etag:%2280332-494034c6f06c0%22	http://docbook.sourceforge.net/release/xsl/1.76.1/RELEASE-NOTES.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/RELEASE-NOTES.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:10:45	7547/7547	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:10:44%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/xhtml-1_1/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/xhtml-1_1/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:10:45	7539/7539	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:10:45%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/xhtml/	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/xhtml/index.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/)
09:10:47	30984/30984	---M--	200	added ('OK')	text/xml	etag:%227908-49403559ce140%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/sv.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/sv.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:50	31055/31055	---M--	200	added ('OK')	text/xml	etag:%22794f-49403558d9f00%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/sr_Latn.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/sr_Latn.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:50	31085/31085	---M--	200	added ('OK')	text/xml	etag:%22796d-49403545c7200%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/fr.xml	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/fr.xml	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:52	31276/31276	---M--	200	added ('OK')	application/xslt+xml	etag:%227a2c-47c4559ade980%22	http://docbook.sourceforge.net/release/xsl/1.76.1/common/labels.xsl	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/common/labels.xsl	(from http://docbook.sourceforge.net/release/xsl/1.76.1/common/)
09:10:53	5304/5304	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202015%2002:10:52%20GMT	http://docbook.sourceforge.net/release/xsl/1.76.1/?C=S;O=A	/home/annb/websites/DocBook/docbook.sourceforge.net/release/xsl/1.76.1/indexbfec.html	(from http://docbook.sourceforge.net/release/xsl/1.76.1/?C=N;O=A)
